City,Country,Region,Continent,Month,Item,Item_Category,Price_USD,Exchange_Rate,YoY_Inflation_Estimate_Pct,FAO_Index_Value,Population_Estimate,Breakfast_Basket_USD
Muscat,Oman,MENA,Asia,2026-01-01,white rice (1 kg),Grains,3.86,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,white rice (1 kg),Grains,3.93,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,white rice (1 kg),Grains,3.86,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,"eggs (regular, 12)",Dairy & Eggs,2.65,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,"eggs (regular, 12)",Dairy & Eggs,2.79,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,"eggs (regular, 12)",Dairy & Eggs,2.87,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,"eggs (regular, 12)",Dairy & Eggs,2.8,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,"eggs (regular, 12)",Dairy & Eggs,2.88,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,"eggs (regular, 12)",Dairy & Eggs,2.83,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,local cheese (1 kg),Dairy,7.01,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,local cheese (1 kg),Dairy,7.13,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,local cheese (1 kg),Dairy,7.04,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,local cheese (1 kg),Dairy,7.47,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,local cheese (1 kg),Dairy,7.2,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,local cheese (1 kg),Dairy,7.44,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,chicken fillets (1 kg),Meat,6.32,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,chicken fillets (1 kg),Meat,6.52,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,chicken fillets (1 kg),Meat,6.49,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,chicken fillets (1 kg),Meat,6.47,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,chicken fillets (1 kg),Meat,6.64,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,chicken fillets (1 kg),Meat,6.58,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,beef round (1 kg),Meat,21.48,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,beef round (1 kg),Meat,20.74,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,beef round (1 kg),Meat,20.42,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,beef round (1 kg),Meat,20.74,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,beef round (1 kg),Meat,20.99,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,beef round (1 kg),Meat,21.42,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,apples (1 kg),Fruits,2.58,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,apples (1 kg),Fruits,2.84,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,apples (1 kg),Fruits,2.92,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,apples (1 kg),Fruits,2.81,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,apples (1 kg),Fruits,2.8,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,apples (1 kg),Fruits,2.84,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,bananas (1 kg),Fruits,2.86,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,bananas (1 kg),Fruits,3.19,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,bananas (1 kg),Fruits,3.2,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,bananas (1 kg),Fruits,3.23,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,bananas (1 kg),Fruits,3.19,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,bananas (1 kg),Fruits,3.21,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,oranges (1 kg),Fruits,1.94,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,oranges (1 kg),Fruits,2.06,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,oranges (1 kg),Fruits,2.11,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,oranges (1 kg),Fruits,2.05,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,oranges (1 kg),Fruits,2.1,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,oranges (1 kg),Fruits,2.08,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,tomatoes (1 kg),Vegetables,2.82,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,tomatoes (1 kg),Vegetables,3.17,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,tomatoes (1 kg),Vegetables,3.29,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,tomatoes (1 kg),Vegetables,3.27,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,tomatoes (1 kg),Vegetables,3.17,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,tomatoes (1 kg),Vegetables,3.21,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,potatoes (1 kg),Vegetables,1.11,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,potatoes (1 kg),Vegetables,1.19,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,potatoes (1 kg),Vegetables,1.22,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,potatoes (1 kg),Vegetables,1.2,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,potatoes (1 kg),Vegetables,1.2,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,potatoes (1 kg),Vegetables,1.21,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,onions (1 kg),Vegetables,1.92,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,onions (1 kg),Vegetables,2.21,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,onions (1 kg),Vegetables,2.19,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,onions (1 kg),Vegetables,2.17,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,onions (1 kg),Vegetables,2.14,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,onions (1 kg),Vegetables,2.14,2.6,8.9,126.0,1421409,10.09
Muscat,Oman,MENA,Asia,2025-10-01,lettuce (1 head),Vegetables,1.28,2.6,8.9,127.1,1421409,9.38
Muscat,Oman,MENA,Asia,2025-11-01,lettuce (1 head),Vegetables,1.43,2.6,8.9,126.2,1421409,9.67
Muscat,Oman,MENA,Asia,2025-12-01,lettuce (1 head),Vegetables,1.39,2.6,8.9,125.8,1421409,9.9
Muscat,Oman,MENA,Asia,2026-01-01,lettuce (1 head),Vegetables,1.36,2.6,8.9,124.2,1421409,9.98
Muscat,Oman,MENA,Asia,2026-02-01,lettuce (1 head),Vegetables,1.35,2.6,8.9,125.3,1421409,10.21
Muscat,Oman,MENA,Asia,2026-03-01,lettuce (1 head),Vegetables,1.39,2.6,8.9,126.0,1421409,10.09
Beirut,Lebanon,MENA,Asia,2025-10-01,milk (1 liter),Dairy,1.82,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,milk (1 liter),Dairy,1.84,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,milk (1 liter),Dairy,1.8,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,milk (1 liter),Dairy,1.89,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,milk (1 liter),Dairy,1.94,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,milk (1 liter),Dairy,1.89,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,fresh white bread (500g),Bakery,0.84,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,fresh white bread (500g),Bakery,0.81,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,fresh white bread (500g),Bakery,0.84,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,fresh white bread (500g),Bakery,0.82,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,fresh white bread (500g),Bakery,0.83,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,fresh white bread (500g),Bakery,0.85,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,white rice (1 kg),Grains,3.22,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,white rice (1 kg),Grains,3.2,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,white rice (1 kg),Grains,3.28,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,white rice (1 kg),Grains,3.36,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,white rice (1 kg),Grains,3.39,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,white rice (1 kg),Grains,3.41,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,"eggs (regular, 12)",Dairy & Eggs,3.16,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,"eggs (regular, 12)",Dairy & Eggs,3.19,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,"eggs (regular, 12)",Dairy & Eggs,3.4,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,"eggs (regular, 12)",Dairy & Eggs,3.23,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,"eggs (regular, 12)",Dairy & Eggs,3.36,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,"eggs (regular, 12)",Dairy & Eggs,3.39,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,local cheese (1 kg),Dairy,9.19,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,local cheese (1 kg),Dairy,9.18,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,local cheese (1 kg),Dairy,9.46,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,local cheese (1 kg),Dairy,9.71,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,local cheese (1 kg),Dairy,9.81,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,local cheese (1 kg),Dairy,9.69,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,chicken fillets (1 kg),Meat,9.39,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,chicken fillets (1 kg),Meat,9.45,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,chicken fillets (1 kg),Meat,9.12,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,chicken fillets (1 kg),Meat,9.29,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,chicken fillets (1 kg),Meat,9.38,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,chicken fillets (1 kg),Meat,9.46,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,beef round (1 kg),Meat,17.99,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,beef round (1 kg),Meat,18.38,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,beef round (1 kg),Meat,18.59,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,beef round (1 kg),Meat,18.91,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,beef round (1 kg),Meat,19.1,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,beef round (1 kg),Meat,18.92,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,apples (1 kg),Fruits,1.96,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,apples (1 kg),Fruits,2.13,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,apples (1 kg),Fruits,2.12,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,apples (1 kg),Fruits,2.09,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,apples (1 kg),Fruits,2.18,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,apples (1 kg),Fruits,2.16,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,bananas (1 kg),Fruits,2.63,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,bananas (1 kg),Fruits,2.89,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,bananas (1 kg),Fruits,2.81,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,bananas (1 kg),Fruits,2.74,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,bananas (1 kg),Fruits,2.77,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,bananas (1 kg),Fruits,2.84,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,oranges (1 kg),Fruits,1.1,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,oranges (1 kg),Fruits,1.22,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,oranges (1 kg),Fruits,1.21,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,oranges (1 kg),Fruits,1.15,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,oranges (1 kg),Fruits,1.21,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,oranges (1 kg),Fruits,1.2,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,tomatoes (1 kg),Vegetables,2.53,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,tomatoes (1 kg),Vegetables,2.91,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,tomatoes (1 kg),Vegetables,2.84,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,tomatoes (1 kg),Vegetables,2.91,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,tomatoes (1 kg),Vegetables,2.78,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,tomatoes (1 kg),Vegetables,2.84,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,potatoes (1 kg),Vegetables,0.91,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,potatoes (1 kg),Vegetables,1.06,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,potatoes (1 kg),Vegetables,1.06,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,potatoes (1 kg),Vegetables,1.02,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,potatoes (1 kg),Vegetables,1.02,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,potatoes (1 kg),Vegetables,1.02,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,onions (1 kg),Vegetables,1.71,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,onions (1 kg),Vegetables,1.92,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,onions (1 kg),Vegetables,1.92,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,onions (1 kg),Vegetables,1.86,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,onions (1 kg),Vegetables,1.87,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,onions (1 kg),Vegetables,1.89,6.67e-05,8.9,126.0,2200000,9.54
Beirut,Lebanon,MENA,Asia,2025-10-01,lettuce (1 head),Vegetables,0.88,6.67e-05,8.9,127.1,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-11-01,lettuce (1 head),Vegetables,1.0,6.67e-05,8.9,126.2,2200000,9.04
Beirut,Lebanon,MENA,Asia,2025-12-01,lettuce (1 head),Vegetables,0.96,6.67e-05,8.9,125.8,2200000,9.32
Beirut,Lebanon,MENA,Asia,2026-01-01,lettuce (1 head),Vegetables,0.97,6.67e-05,8.9,124.2,2200000,9.3
Beirut,Lebanon,MENA,Asia,2026-02-01,lettuce (1 head),Vegetables,0.99,6.67e-05,8.9,125.3,2200000,9.52
Beirut,Lebanon,MENA,Asia,2026-03-01,lettuce (1 head),Vegetables,0.97,6.67e-05,8.9,126.0,2200000,9.54
Tehran,Iran,MENA,Asia,2025-10-01,milk (1 liter),Dairy,0.69,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,milk (1 liter),Dairy,0.67,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,milk (1 liter),Dairy,0.67,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,milk (1 liter),Dairy,0.67,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,milk (1 liter),Dairy,0.72,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,milk (1 liter),Dairy,0.71,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,fresh white bread (500g),Bakery,0.53,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,fresh white bread (500g),Bakery,0.55,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,fresh white bread (500g),Bakery,0.54,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,fresh white bread (500g),Bakery,0.54,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,fresh white bread (500g),Bakery,0.56,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,fresh white bread (500g),Bakery,0.56,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,white rice (1 kg),Grains,1.19,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,white rice (1 kg),Grains,1.21,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,white rice (1 kg),Grains,1.22,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,white rice (1 kg),Grains,1.25,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,white rice (1 kg),Grains,1.27,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,white rice (1 kg),Grains,1.27,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,"eggs (regular, 12)",Dairy & Eggs,1.13,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,"eggs (regular, 12)",Dairy & Eggs,1.21,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,"eggs (regular, 12)",Dairy & Eggs,1.18,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,"eggs (regular, 12)",Dairy & Eggs,1.19,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,"eggs (regular, 12)",Dairy & Eggs,1.23,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,"eggs (regular, 12)",Dairy & Eggs,1.23,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,local cheese (1 kg),Dairy,4.18,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,local cheese (1 kg),Dairy,4.2,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,local cheese (1 kg),Dairy,4.39,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,local cheese (1 kg),Dairy,4.29,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,local cheese (1 kg),Dairy,4.49,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,local cheese (1 kg),Dairy,4.41,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,chicken fillets (1 kg),Meat,3.14,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,chicken fillets (1 kg),Meat,3.07,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,chicken fillets (1 kg),Meat,3.1,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,chicken fillets (1 kg),Meat,3.2,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,chicken fillets (1 kg),Meat,3.25,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,chicken fillets (1 kg),Meat,3.18,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,beef round (1 kg),Meat,6.87,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,beef round (1 kg),Meat,6.81,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,beef round (1 kg),Meat,6.83,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,beef round (1 kg),Meat,6.75,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,beef round (1 kg),Meat,7.2,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,beef round (1 kg),Meat,7.06,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,apples (1 kg),Fruits,0.93,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,apples (1 kg),Fruits,0.99,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,apples (1 kg),Fruits,1.0,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,apples (1 kg),Fruits,1.03,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,apples (1 kg),Fruits,1.04,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,apples (1 kg),Fruits,1.02,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,bananas (1 kg),Fruits,0.98,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,bananas (1 kg),Fruits,1.07,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,bananas (1 kg),Fruits,1.05,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,bananas (1 kg),Fruits,1.03,2.38e-05,8.9,124.2,9259009,3.65
Tehran,Iran,MENA,Asia,2026-02-01,bananas (1 kg),Fruits,1.04,2.38e-05,8.9,125.3,9259009,3.78
Tehran,Iran,MENA,Asia,2026-03-01,bananas (1 kg),Fruits,1.06,2.38e-05,8.9,126.0,9259009,3.77
Tehran,Iran,MENA,Asia,2025-10-01,oranges (1 kg),Fruits,0.91,2.38e-05,8.9,127.1,9259009,3.54
Tehran,Iran,MENA,Asia,2025-11-01,oranges (1 kg),Fruits,1.0,2.38e-05,8.9,126.2,9259009,3.64
Tehran,Iran,MENA,Asia,2025-12-01,oranges (1 kg),Fruits,0.97,2.38e-05,8.9,125.8,9259009,3.61
Tehran,Iran,MENA,Asia,2026-01-01,oranges (1 kg),Fruits,0.98,2.38e-05,8.9,124.2,9259009,3.65
